course_id,course_title,url,platform,subject,level,num_subscribers,num_reviews,rating,num_lectures,content_duration,instructor,language,tags,course_type,learning_path,playlist_id,skill_level_score,popularity_score,last_updated
CRS_0808,Generative AI with Vector Databases,https://www.classcentral.com/course/generative-ai-with-vector-databases-932,Class Central,Generative AI,Beginner,1214462,194771,4.6,71,16.3,Younes Mourri,English,"agents,red teaming,prompt injection,dpo,gpt-4,quantization,chroma,gpt,mistral",Video,GenAI & LLM Path,PL_007,1,0.3113,2025
CRS_0809,Production GenAI: RLHF & Alignment,https://www.codecademy.com/learn/production-genai-rlhf-alignment-403,Codecademy,Generative AI,Advanced,22359,1929,4.9,103,14.2,James Briggs,English,"stable diffusion,weaviate,langchain,chroma,fine-tuning",Video,GenAI & LLM Path,PL_007,3,0.2029,2025
CRS_0810,Beginner GenAI: Function Calling,https://www.udemy.com/course/beginner-genai-function-calling-644/,Udemy,Generative AI,Beginner,571585,98163,4.8,100,11.6,Sharon Zhou,English,"vector database,langchain,gemini,stable diffusion,llama,phi,agents,openai api",Video,GenAI & LLM Path,PL_007,1,0.2741,2025
CRS_0811,End-to-End Guide to Stable Diffusion,https://www.codecademy.com/learn/end-to-end-guide-to-stable-diffusion-940,Codecademy,Generative AI,All Levels,382412,52102,4.9,229,23.7,Sebastian Witalec,English,"dall-e,prompt injection,gpt,claude,qdrant,lora,quantization,openai api,dreambooth",Project-based,GenAI & LLM Path,PL_007,2,0.2654,2022
CRS_0812,Practical Guide to LLM Observability,https://www.pluralsight.com/courses/practical-guide-to-llm-observability-288,Pluralsight,Generative AI,Beginner,875479,42384,4.9,91,11.7,Andrej Karpathy,English,"agents,audio generation,tool use,deployment,gemini,guardrails,dpo",Video,GenAI & LLM Path,PL_007,1,0.2879,2022
CRS_0813,Reranking – GenAI Production-Grade,https://www.mygreatlearning.com/academy/reranking-genai-production-grade-810,Great Learning,Generative AI,All Levels,277123,24944,4.8,37,6.8,Leandro von Werra,Hindi,"lora,dall-e,jailbreak,rag,function calling",Project-based,GenAI & LLM Path,PL_007,2,0.1971,2025
CRS_0814,Advanced GenAI: Document Q&A,https://www.linkedin.com/learning/advanced-genai-document-qa-119,LinkedIn Learning,Generative AI,Advanced,161046,11666,4.5,164,38.7,James Briggs,Hindi,"music generation,phi,weaviate,quantization,prompt injection,dreambooth,context window,image generation",Video,GenAI & LLM Path,PL_007,3,0.0592,2024
CRS_0815,Generative AI with Prompt Injection & Safety,https://www.datacamp.com/courses/generative-ai-with-prompt-injection-safety-829,DataCamp,Generative AI,Beginner,382547,90428,4.5,33,6,Harrison Chase,English,"reranking,prompt injection,controlnet,ppo,image generation,dreambooth,embeddings,stable diffusion,qlora",Interactive,GenAI & LLM Path,PL_007,1,0.1362,2025
CRS_0816,AI-Powered RAG Systems,https://www.datacamp.com/courses/ai-powered-rag-systems-610,DataCamp,Generative AI,Beginner,1760000,352365,4.7,100,19.4,Maxime Labonne,English,"stable diffusion,multimodal,anthropic api,video generation,qlora,pinecone",Video,GenAI & LLM Path,PL_007,1,0.5116,2025
CRS_0817,All Levels GenAI: AI Copilots,https://www.mygreatlearning.com/academy/all-levels-genai-ai-copilots-312,Great Learning,Generative AI,All Levels,226025,38238,4.7,204,39.5,Leandro von Werra,English,"lora,faiss,chroma,function calling,qdrant,instruction tuning,video generation,prompt injection,large language model",Bootcamp,GenAI & LLM Path,PL_007,2,0.1646,2023
CRS_0818,GenAI Engineering: Reranking,https://www.simplilearn.com/courses/genai-engineering-reranking-869,Simplilearn,Generative AI,Intermediate,100644,4763,4.4,166,44,Matt Shumer,English,"midjourney,tool use,ai safety,vector database,qlora,stable diffusion,phi",Bootcamp,GenAI & LLM Path,PL_007,2,0.01,2025
CRS_0819,GenAI Engineering: Fine-tuning LLMs,https://www.youtube.com/watch?v=genai-engineering-fine-tuning-llms-985,YouTube,Generative AI,Intermediate,169649,12510,4.5,15,4.1,Sharon Zhou,Hindi,"memory,ollama,tool use,rlhf,midjourney,ppo",Interactive,GenAI & LLM Path,PL_007,2,0.0605,2024
CRS_0820,Streaming & Deployment – GenAI Industry-Ready,https://www.educative.io/courses/streaming-deployment-genai-industry-ready-748,Educative,Generative AI,Beginner,285887,47956,4.7,31,2.2,Sharon Zhou,English,"model alignment,stable diffusion,vllm,rlhf,retrieval augmented generation,evaluation,deployment",Interactive,GenAI & LLM Path,PL_007,1,0.1761,2025
CRS_0821,Production GenAI: Multimodal AI,https://huggingface.co/learn/production-genai-multimodal-ai-949,Hugging Face,Generative AI,Beginner,587028,70295,4.7,61,10.3,Nicholas Renotte,English,"function calling,prompt injection,audio generation,langchain,video generation,llama,qlora",Video,GenAI & LLM Path,PL_007,1,0.2126,2025
CRS_0822,Hands-On Guide to Streaming & Deployment,https://www.mygreatlearning.com/academy/hands-on-guide-to-streaming-deployment-182,Great Learning,Generative AI,Intermediate,110387,22329,4.7,33,7,Jerry Liu,English,"dall-e,agents,ppo,large language model,qdrant,textual inversion,vector database,anthropic api,ollama",Interactive,GenAI & LLM Path,PL_007,2,0.1447,2025
CRS_0823,Generative AI with RLHF & Alignment,https://www.wandb.courses/courses/generative-ai-with-rlhf-alignment-970,W&B,Generative AI,Intermediate,225658,48598,4.7,10,3.6,Nicholas Renotte,Hindi,"prompt injection,lora,agents,red teaming,vector database,langchain",Interactive,GenAI & LLM Path,PL_007,2,0.1729,2025
CRS_0824,LoRA & QLoRA – GenAI Advanced,https://www.wandb.courses/courses/lora-qlora-genai-advanced-350,W&B,Generative AI,Beginner,1106538,144440,4.7,45,3,Sam Witteveen,English,"instruction tuning,vector database,context window,langchain,prompt injection,model alignment,audio generation,mistral,chunking",Interactive,GenAI & LLM Path,PL_007,1,0.3042,2024
CRS_0825,Building Prompt Injection & Safety with LLMs,https://www.udemy.com/course/building-prompt-injection-safety-with-llms-987/,Udemy,Generative AI,Intermediate,88017,11257,4.7,25,7.7,Isa Fulford,English,"jailbreak,red teaming,qlora,claude,context window,ppo,pinecone,vision language model,stable diffusion",Interactive,GenAI & LLM Path,PL_007,2,0.1344,2022
CRS_0826,GenAI Engineering: Code Generation,https://www.deeplearning.ai/short-courses/genai-engineering-code-generation-948/,DeepLearning.AI,Generative AI,Intermediate,253809,24303,4.4,35,8.1,Isa Fulford,English,"lora,rlhf,vision language model,ollama,model alignment",Video,GenAI & LLM Path,PL_007,2,0.0351,2025
CRS_0827,Practical Guide to Fine-tuning LLMs,https://www.freecodecamp.org/learn/practical-guide-to-fine-tuning-llms-839,freeCodeCamp,Generative AI,Beginner,527496,56276,4.5,57,14.3,Younes Mourri,English,"lora,ppo,music generation,embeddings,openai api,vector database",Article,GenAI & LLM Path,PL_007,1,0.1177,2025
CRS_0828,Stable Diffusion – GenAI Practical,https://www.codecademy.com/learn/stable-diffusion-genai-practical-870,Codecademy,Generative AI,Beginner,587889,57770,4.8,183,53.4,Maxime Labonne,English,"function calling,pinecone,embeddings,chroma,multimodal,instruction tuning",Project-based,GenAI & LLM Path,PL_007,1,0.2426,2024
CRS_0829,Production GenAI: Text-to-Image,https://www.simplilearn.com/courses/production-genai-text-to-image-126,Simplilearn,Generative AI,Intermediate,259558,10942,4.4,134,21.2,Jerry Liu,English,"deployment,lora,dall-e,vllm,vision language model,chroma",Video,GenAI & LLM Path,PL_007,2,0.0247,2024
CRS_0830,Building Reranking with LLMs,https://www.deeplearning.ai/short-courses/building-reranking-with-llms-231/,DeepLearning.AI,Generative AI,Intermediate,515034,50683,4.9,213,38.2,Andrej Karpathy,English,"dreambooth,chroma,evaluation,qlora,pinecone,image generation",Video,GenAI & LLM Path,PL_007,2,0.2724,2024
CRS_0831,GenAI Engineering: RAG Systems,https://online.stanford.edu/courses/genai-engineering-rag-systems-274,Stanford Online,Generative AI,Beginner,353702,33538,4.5,67,17.7,Lewis Tunstall,English,"audio generation,openai api,controlnet,evaluation,model alignment,qdrant,diffusion models",Video,GenAI & LLM Path,PL_007,1,0.0887,2024
CRS_0832,Advanced Guide to Memory & Context,https://developers.google.com/learn/advanced-guide-to-memory-context-784,Google,Generative AI,Advanced,75282,3988,4.7,130,15.4,Omar Sanseviero,English,"embeddings,retrieval augmented generation,faiss,rag,openai api",Project-based,GenAI & LLM Path,PL_007,3,0.1278,2024
CRS_0833,GenAI Engineering: LLM Orchestration,https://www.edx.org/learn/genai-engineering-llm-orchestration-112,edX,Generative AI,Intermediate,145453,23998,4.7,18,4.1,Maxime Labonne,English,"quantization,retrieval augmented generation,tool use,llamaindex,lora,music generation,gpt,rlhf,image generation",Interactive,GenAI & LLM Path,PL_007,2,0.1482,2022
CRS_0834,AI-Powered Audio Generation,https://cognitiveclass.ai/courses/ai-powered-audio-generation-353,IBM Skills,Generative AI,Advanced,55718,5423,4.5,86,12.6,Isa Fulford,English,"pinecone,chunking,tool use,langchain,multimodal,audio generation",Video,GenAI & LLM Path,PL_007,3,0.0477,2024
CRS_0835,Text-to-Image – GenAI Comprehensive,https://explore.skillbuilder.aws/learn/course/text-to-image-genai-comprehensive-860,AWS Training,Generative AI,Beginner,805631,51646,4.8,20,6.5,James Briggs,English,"agents,guardrails,claude,phi,diffusion models,faiss",Interactive,GenAI & LLM Path,PL_007,1,0.2511,2021
CRS_0836,Prompt Injection & Safety – GenAI Hands-On,https://www.simplilearn.com/courses/prompt-injection-safety-genai-hands-on-426,Simplilearn,Generative AI,Intermediate,410649,37938,4.9,191,51.3,Maxime Labonne,English,"llamaindex,jailbreak,mistral,instruction tuning,gemini",Video,GenAI & LLM Path,PL_007,2,0.2557,2025
CRS_0837,Fine-tuning LLMs – GenAI Deep Dive,https://www.simplilearn.com/courses/fine-tuning-llms-genai-deep-dive-540,Simplilearn,Generative AI,Intermediate,154625,17769,4.8,27,3.1,Andrej Karpathy,English,"agents,deployment,instruction tuning,memory,audio generation",Interactive,GenAI & LLM Path,PL_007,2,0.1838,2024
CRS_0838,Intermediate GenAI: Stable Diffusion,https://ocw.mit.edu/courses/intermediate-genai-stable-diffusion-626/,MIT OpenCourseWare,Generative AI,Intermediate,102468,13568,4.5,187,53.7,Anupam Datta,English,"audio generation,faiss,pinecone,red teaming,stable diffusion,vector database,embeddings",Video,GenAI & LLM Path,PL_007,2,0.0572,2024
CRS_0839,AI-Powered LLM Observability,https://www.coursera.org/learn/ai-powered-llm-observability-621,Coursera,Generative AI,Intermediate,130964,21844,4.6,145,15.8,Anupam Datta,English,"ai safety,anthropic api,langchain,claude,function calling,dpo,video generation,faiss",Video,GenAI & LLM Path,PL_007,2,0.1056,2022
CRS_0840,Production GenAI: LoRA & QLoRA,https://www.youtube.com/watch?v=production-genai-lora-qlora-414,YouTube,Generative AI,Advanced,54180,5443,4.9,129,9.3,Sharon Zhou,Hindi,"faiss,qdrant,memory,diffusion models,jailbreak,llama,video generation,ollama,textual inversion",Article,GenAI & LLM Path,PL_007,3,0.2077,2024
CRS_0841,GenAI Engineering: AI Copilots,https://www.youtube.com/watch?v=genai-engineering-ai-copilots-724,YouTube,Generative AI,Beginner,1760000,230748,4.6,140,6.5,Nicholas Renotte,Hindi,"qdrant,diffusion models,jailbreak,audio generation,dreambooth,context window",Article,GenAI & LLM Path,PL_007,1,0.3738,2025
CRS_0842,Complete GenAI Prompt Injection & Safety Course,https://course.fast.ai/complete-genai-prompt-injection-safety-course-441,Fast.ai,Generative AI,Intermediate,121926,10456,4.7,120,34.2,Andrej Karpathy,English,"guardrails,tool use,qdrant,instruction tuning,faiss,dpo,dall-e",Video,GenAI & LLM Path,PL_007,2,0.1359,2025
CRS_0843,Modern Guide to RAG Systems,https://www.udacity.com/course/modern-guide-to-rag-systems-119,Udacity,Generative AI,Beginner,406143,86267,4.6,123,27.8,Jerry Liu,English,"rag,music generation,vision language model,pinecone,chroma,guardrails",Bootcamp,GenAI & LLM Path,PL_007,1,0.1743,2024
CRS_0844,Advanced GenAI: LoRA & QLoRA,https://www.datacamp.com/courses/advanced-genai-lora-qlora-732,DataCamp,Generative AI,Advanced,37920,4119,4.4,12,6.8,Leandro von Werra,Hindi,"instruction tuning,evaluation,weaviate,llama,claude,vector database,anthropic api,qdrant,agents",Interactive,GenAI & LLM Path,PL_007,3,0.0056,2025
CRS_0845,GenAI Engineering: Memory & Context,https://www.udacity.com/course/genai-engineering-memory-context-700,Udacity,Generative AI,Advanced,89687,18673,4.6,141,29.4,Omar Sanseviero,English,"gpt-4,llama,ollama,image generation,embeddings,weaviate,stable diffusion,lora",Video,GenAI & LLM Path,PL_007,3,0.1005,2025
CRS_0846,Complete GenAI Fine-tuning LLMs Course,https://frontendmasters.com/courses/complete-genai-fine-tuning-llms-course-523/,FrontendMasters,Generative AI,Beginner,198143,48727,4.8,92,25.5,Siraj Raval,English,"red teaming,openai api,controlnet,faiss,dall-e,llamaindex",Bootcamp,GenAI & LLM Path,PL_007,1,0.2113,2022
CRS_0847,Production GenAI: Prompt Injection & Safety,https://frontendmasters.com/courses/production-genai-prompt-injection-safety-806/,FrontendMasters,Generative AI,Intermediate,156736,32058,4.7,34,7,James Briggs,English,"phi,memory,claude,red teaming,context window",Interactive,GenAI & LLM Path,PL_007,2,0.1554,2024
CRS_0848,LLM LLM Orchestration Masterclass,https://www.youtube.com/watch?v=llm-llm-orchestration-masterclass-470,YouTube,Generative AI,Intermediate,239877,49365,4.7,249,73.8,Siraj Raval,English,"llamaindex,video generation,vision language model,pinecone,deployment,dreambooth,tool use",Video,GenAI & LLM Path,PL_007,2,0.1744,2021
CRS_0849,Building Fine-tuning LLMs with LLMs,https://neetcode.io/courses/building-fine-tuning-llms-with-llms-624,Neetcode,Generative AI,Intermediate,130850,12369,4.9,215,7,Isa Fulford,English,"large language model,dall-e,dpo,gpt,model alignment,chunking,qdrant",Article,GenAI & LLM Path,PL_007,2,0.218,2025
CRS_0850,Complete GenAI Reranking Course,https://scrimba.com/learn/complete-genai-reranking-course-899,Scrimba,Generative AI,Intermediate,120023,6130,4.8,69,20.5,Younes Mourri,English,"stable diffusion,anthropic api,chunking,model alignment,evaluation",Video,GenAI & LLM Path,PL_007,2,0.1723,2022
CRS_0851,GenAI Engineering: Function Calling,https://www.youtube.com/watch?v=genai-engineering-function-calling-937,YouTube,Generative AI,Intermediate,150717,24209,4.7,220,10.6,Harrison Chase,English,"prompt injection,instruction tuning,deployment,quantization,tool use,openai api,audio generation",Article,GenAI & LLM Path,PL_007,2,0.1487,2024
CRS_0852,Generative AI with OpenAI API,https://online.stanford.edu/courses/generative-ai-with-openai-api-688,Stanford Online,Generative AI,Beginner,561170,31454,4.5,27,3.2,Matt Shumer,English,"llm,textual inversion,guardrails,qlora,large language model,ollama,retrieval augmented generation",Project-based,GenAI & LLM Path,PL_007,1,0.0998,2024
CRS_0853,Production-Grade Guide to Vector Databases,https://www.simplilearn.com/courses/production-grade-guide-to-vector-databases-781,Simplilearn,Generative AI,Advanced,64291,3270,4.6,109,12.8,Siraj Raval,English,"memory,reranking,dall-e,fine-tuning,vision language model,quantization",Video,GenAI & LLM Path,PL_007,3,0.0865,2023
CRS_0854,LLM Orchestration – GenAI Advanced,https://www.youtube.com/watch?v=llm-orchestration-genai-advanced-898,YouTube,Generative AI,Beginner,317027,73457,4.5,129,15.9,Andrew Ng,English,"stable diffusion,fine-tuning,claude,qdrant,red teaming,deployment",Video,GenAI & LLM Path,PL_007,1,0.1185,2024
CRS_0855,Agents & Tool Use – GenAI Production-Grade,https://explore.skillbuilder.aws/learn/course/agents-tool-use-genai-production-grade-890,AWS Training,Generative AI,Beginner,1036869,71871,4.9,73,18.1,Sebastian Witalec,Hindi,"large language model,phi,deployment,instruction tuning,mistral,guardrails,qlora",Project-based,GenAI & LLM Path,PL_007,1,0.3216,2021
CRS_0856,Production GenAI: Audio Generation,https://www.deeplearning.ai/short-courses/production-genai-audio-generation-704/,DeepLearning.AI,Generative AI,Intermediate,95645,7928,4.8,35,8.1,Nicholas Renotte,English,"gemini,langchain,model alignment,vllm,controlnet",Video,GenAI & LLM Path,PL_007,2,0.1722,2022
CRS_0857,Building LLM Orchestration with LLMs,https://ocw.mit.edu/courses/building-llm-orchestration-with-llms-525/,MIT OpenCourseWare,Generative AI,Beginner,924309,51834,4.7,181,16.4,DeepLearning.AI Team,English,"rag,gemini,chunking,model alignment,lora,jailbreak",Video,GenAI & LLM Path,PL_007,1,0.2185,2024
CRS_0858,AI-Powered Fine-tuning LLMs,https://www.edx.org/learn/ai-powered-fine-tuning-llms-463,edX,Generative AI,Beginner,61608,4550,4.5,165,25.6,Matt Shumer,English,"faiss,guardrails,claude,dpo,evaluation,audio generation,ollama",Video,GenAI & LLM Path,PL_007,1,0.0474,2024
CRS_0859,Generative AI with Code Generation,https://www.udemy.com/course/generative-ai-with-code-generation-146/,Udemy,Generative AI,Advanced,26636,6256,4.9,17,2.6,James Briggs,English,"evaluation,vector database,langchain,dall-e,llm,phi",Interactive,GenAI & LLM Path,PL_007,3,0.2066,2023
CRS_0860,Building Text-to-Image with LLMs,https://www.udemy.com/course/building-text-to-image-with-llms-400/,Udemy,Generative AI,Intermediate,180007,36442,4.9,129,29.8,Sam Witteveen,English,"textual inversion,ppo,reranking,anthropic api,vllm,langchain,evaluation",Project-based,GenAI & LLM Path,PL_007,2,0.2403,2023
CRS_0861,Building RLHF & Alignment with LLMs,https://www.udemy.com/course/building-rlhf-alignment-with-llms-482/,Udemy,Generative AI,Advanced,12438,2953,4.8,123,18.8,Sam Witteveen,English,"textual inversion,qdrant,large language model,context window,quantization,embeddings,red teaming",Video,GenAI & LLM Path,PL_007,3,0.1631,2025
CRS_0862,Advanced GenAI: Audio Generation,https://www.udemy.com/course/advanced-genai-audio-generation-637/,Udemy,Generative AI,Advanced,93584,22654,4.5,51,11.5,Nicholas Renotte,English,"anthropic api,llama,llm,fine-tuning,retrieval augmented generation,gemini",Article,GenAI & LLM Path,PL_007,3,0.0639,2025
CRS_0863,Generative AI with Fine-tuning LLMs,https://www.udacity.com/course/generative-ai-with-fine-tuning-llms-928,Udacity,Generative AI,Intermediate,151294,22943,4.9,268,39.1,Leandro von Werra,English,"faiss,jailbreak,quantization,pinecone,phi",Video,GenAI & LLM Path,PL_007,2,0.2277,2024
CRS_0864,AI-Powered RLHF & Alignment,https://www.coursera.org/learn/ai-powered-rlhf-alignment-300,Coursera,Generative AI,Intermediate,117519,27090,4.6,49,2.5,Omar Sanseviero,English,"retrieval augmented generation,model alignment,phi,chunking,openai api,ollama",Interactive,GenAI & LLM Path,PL_007,2,0.109,2022
CRS_0865,Generative AI with Text-to-Image,https://www.mygreatlearning.com/academy/generative-ai-with-text-to-image-847,Great Learning,Generative AI,Beginner,471165,70127,4.5,50,5.2,Sebastian Witalec,Hindi,"embeddings,vision language model,prompt injection,music generation,controlnet,diffusion models,evaluation",Video,GenAI & LLM Path,PL_007,1,0.1253,2024
CRS_0866,Building LoRA & QLoRA with LLMs,https://www.coursera.org/learn/building-lora-qlora-with-llms-747,Coursera,Generative AI,Beginner,223613,48225,4.7,48,7.4,Isa Fulford,English,"context window,llamaindex,langchain,llm,openai api",Interactive,GenAI & LLM Path,PL_007,1,0.1725,2021
CRS_0867,OpenAI API – GenAI Modern,https://www.simplilearn.com/courses/openai-api-genai-modern-743,Simplilearn,Generative AI,Beginner,184867,32062,4.7,49,12.1,Omar Sanseviero,Hindi,"rlhf,instruction tuning,rag,prompt injection,textual inversion,pinecone,stable diffusion,vllm,mistral",Project-based,GenAI & LLM Path,PL_007,1,0.1571,2024
CRS_0868,AI-Powered LoRA & QLoRA,https://www.youtube.com/watch?v=ai-powered-lora-qlora-890,YouTube,Generative AI,All Levels,1100000,142973,4.8,122,12.5,Siraj Raval,English,"prompt injection,music generation,llama,vllm,evaluation,embeddings,function calling,diffusion models,pinecone",Article,GenAI & LLM Path,PL_007,2,0.3426,2022
CRS_0869,LLM Streaming & Deployment Masterclass,https://www.coursera.org/learn/llm-streaming-deployment-masterclass-223,Coursera,Generative AI,All Levels,375058,26535,4.6,118,23.6,Sebastian Witalec,English,"vision language model,chroma,phi,red teaming,fine-tuning,faiss,instruction tuning,dpo,midjourney",Bootcamp,GenAI & LLM Path,PL_007,2,0.1244,2022
CRS_0870,AI-Powered Agents & Tool Use,https://www.youtube.com/watch?v=ai-powered-agents-tool-use-462,YouTube,Generative AI,Advanced,37456,4479,4.7,25,3.4,Andrew Ng,English,"dreambooth,memory,openai api,dall-e,red teaming,diffusion models,evaluation,gpt-4,chunking",Video,GenAI & LLM Path,PL_007,3,0.1259,2024
CRS_0871,AI-Powered Prompt Injection & Safety,https://www.coursera.org/learn/ai-powered-prompt-injection-safety-331,Coursera,Generative AI,Beginner,1144998,248790,4.7,36,2.9,Anupam Datta,English,"stable diffusion,textual inversion,dpo,evaluation,llamaindex,weaviate",Interactive,GenAI & LLM Path,PL_007,1,0.3905,2021
CRS_0872,Modern Guide to Multimodal AI,https://cognitiveclass.ai/courses/modern-guide-to-multimodal-ai-838,IBM Skills,Generative AI,Advanced,40192,9071,4.9,86,22.6,Omar Sanseviero,Hindi,"llm,claude,pinecone,vision language model,midjourney,music generation,faiss",Video,GenAI & LLM Path,PL_007,3,0.2097,2024
CRS_0873,GenAI Engineering: Document Q&A,https://www.udacity.com/course/genai-engineering-document-qa-882,Udacity,Generative AI,Beginner,530521,100638,4.6,100,24.1,Jerry Liu,Hindi,"rlhf,context window,anthropic api,audio generation,ppo,ollama",Video,GenAI & LLM Path,PL_007,1,0.1935,2024
CRS_0874,RLHF & Alignment – GenAI Practical,https://www.classcentral.com/course/rlhf-alignment-genai-practical-843,Class Central,Generative AI,Beginner,1284180,268573,4.6,169,42.8,Jerry Liu,English,"video generation,openai api,rag,instruction tuning,vllm,ollama,weaviate,function calling,qdrant",Project-based,GenAI & LLM Path,PL_007,1,0.3749,2021
CRS_0875,Production GenAI: Vector Databases,https://frontendmasters.com/courses/production-genai-vector-databases-490/,FrontendMasters,Generative AI,Advanced,17562,1683,4.8,22,6.6,Siraj Raval,English,"mistral,image generation,prompt injection,dpo,controlnet,anthropic api,vision language model",Project-based,GenAI & LLM Path,PL_007,3,0.1624,2025
CRS_0876,Generative AI with LLM Orchestration,https://scrimba.com/learn/generative-ai-with-llm-orchestration-529,Scrimba,Generative AI,Advanced,39107,5103,4.8,45,2.4,James Briggs,English,"fine-tuning,gemini,llm,llama,vision language model,chunking,ai safety",Interactive,GenAI & LLM Path,PL_007,3,0.1665,2024
CRS_0877,GenAI Engineering: LLM Evaluation,https://replit.com/learn/genai-engineering-llm-evaluation-704,Replit,Generative AI,Intermediate,56874,3059,4.8,204,35.6,Nicholas Renotte,English,"dall-e,llama,mistral,function calling,vector database",Video,GenAI & LLM Path,PL_007,2,0.1659,2024
CRS_0878,Complete Guide to Text-to-Image,https://www.educative.io/courses/complete-guide-to-text-to-image-138,Educative,Generative AI,Beginner,891889,181072,4.5,49,5,Maxime Labonne,English,"reranking,chunking,image generation,tool use,memory,dpo,music generation,large language model",Interactive,GenAI & LLM Path,PL_007,1,0.2404,2024
CRS_0879,GenAI Engineering: OpenAI API,https://www.datacamp.com/courses/genai-engineering-openai-api-846,DataCamp,Generative AI,Intermediate,168542,22394,4.7,235,56.5,Andrej Karpathy,English,"evaluation,quantization,pinecone,fine-tuning,reranking,video generation,deployment,guardrails",Project-based,GenAI & LLM Path,PL_007,2,0.1483,2024
CRS_0880,Complete GenAI Function Calling Course,https://www.codecademy.com/learn/complete-genai-function-calling-course-314,Codecademy,Generative AI,Beginner,190975,39921,4.7,97,3.2,James Briggs,Hindi,"memory,red teaming,midjourney,audio generation,qdrant,tool use,rlhf,function calling,fine-tuning",Article,GenAI & LLM Path,PL_007,1,0.1638,2023
CRS_0881,LLM Document Q&A Masterclass,https://frontendmasters.com/courses/llm-document-qa-masterclass-597/,FrontendMasters,Generative AI,Intermediate,472662,52220,4.7,128,17.2,Sam Witteveen,English,"embeddings,chunking,instruction tuning,lora,function calling,anthropic api,evaluation",Video,GenAI & LLM Path,PL_007,2,0.191,2024
CRS_0882,Intermediate GenAI: Fine-tuning LLMs,https://replit.com/learn/intermediate-genai-fine-tuning-llms-651,Replit,Generative AI,Intermediate,71480,7060,4.5,150,26.1,Leandro von Werra,English,"rlhf,textual inversion,multimodal,claude,llamaindex,gemini",Video,GenAI & LLM Path,PL_007,2,0.05,2022
CRS_0883,Modern Guide to Vector Databases,https://cognitiveclass.ai/courses/modern-guide-to-vector-databases-431,IBM Skills,Generative AI,Beginner,220415,11159,4.8,20,5,Andrej Karpathy,English,"instruction tuning,reranking,gpt,vector database,midjourney,openai api",Interactive,GenAI & LLM Path,PL_007,1,0.1825,2024
CRS_0884,Advanced GenAI: Memory & Context,https://explore.skillbuilder.aws/learn/course/advanced-genai-memory-context-763,AWS Training,Generative AI,Advanced,33847,5499,4.6,127,19.2,Sebastian Witalec,English,"openai api,llm,chroma,vector database,large language model,evaluation",Project-based,GenAI & LLM Path,PL_007,3,0.0865,2025
CRS_0885,Production GenAI: Streaming & Deployment,https://www.simplilearn.com/courses/production-genai-streaming-deployment-694,Simplilearn,Generative AI,Intermediate,158703,14609,4.7,105,17,Matt Shumer,English,"image generation,dall-e,deployment,qlora,tool use,pinecone,vision language model,context window",Video,GenAI & LLM Path,PL_007,2,0.1415,2024
CRS_0886,LoRA & QLoRA – GenAI Deep Dive,https://cognitiveclass.ai/courses/lora-qlora-genai-deep-dive-352,IBM Skills,Generative AI,Beginner,409627,21708,4.8,46,9.5,Jerry Liu,English,"controlnet,phi,llama,context window,model alignment,vision language model,jailbreak,stable diffusion,qdrant",Video,GenAI & LLM Path,PL_007,1,0.2026,2022
CRS_0887,GenAI Engineering: Prompt Injection & Safety,https://www.pluralsight.com/courses/genai-engineering-prompt-injection-safety-576,Pluralsight,Generative AI,Intermediate,171600,33943,4.9,92,1.7,Leandro von Werra,Hindi,"dall-e,guardrails,gpt-4,prompt injection,textual inversion,instruction tuning,ai safety",Article,GenAI & LLM Path,PL_007,2,0.2378,2025
CRS_0888,AI-Powered Code Generation,https://developers.google.com/learn/ai-powered-code-generation-166,Google,Generative AI,Advanced,118756,24842,4.8,139,19.4,Jerry Liu,English,"dall-e,pinecone,quantization,agents,large language model,vision language model,dreambooth",Video,GenAI & LLM Path,PL_007,3,0.1872,2025
CRS_0889,Advanced Guide to Text-to-Image,https://www.youtube.com/watch?v=advanced-guide-to-text-to-image-790,YouTube,Generative AI,All Levels,228404,13337,4.7,232,29,Maxime Labonne,English,"embeddings,retrieval augmented generation,dall-e,chunking,model alignment,ppo,openai api",Video,GenAI & LLM Path,PL_007,2,0.1447,2024
CRS_0890,Intermediate GenAI: Document Q&A,https://www.edx.org/learn/intermediate-genai-document-qa-728,edX,Generative AI,Intermediate,189746,19038,4.7,299,11.5,Sharon Zhou,English,"diffusion models,ppo,agents,anthropic api,llamaindex",Article,GenAI & LLM Path,PL_007,2,0.1469,2024
CRS_0891,Intermediate GenAI: Code Generation,https://www.datacamp.com/courses/intermediate-genai-code-generation-817,DataCamp,Generative AI,Intermediate,113196,5747,4.8,224,42.2,Sharon Zhou,English,"chunking,ppo,qlora,multimodal,jailbreak,phi,embeddings,langchain",Project-based,GenAI & LLM Path,PL_007,2,0.1715,2022
CRS_0892,Complete GenAI RLHF & Alignment Course,https://huggingface.co/learn/complete-genai-rlhf-alignment-course-511,Hugging Face,Generative AI,Intermediate,253062,21614,4.6,93,13.7,Omar Sanseviero,English,"retrieval augmented generation,fine-tuning,audio generation,image generation,gemini,embeddings",Video,GenAI & LLM Path,PL_007,2,0.1129,2025
